lon,lat,FullDate,Day,Month,Year,StateAbb,City,Corner
-71.2760089,42.4906231,9/7/2012,7,9,2012,NH,Bedford,South River Rd & Kilton Rd.
-83.0103409,40.119413,9/7/2012,7,9,2012,NH,Hanover,South Main St. & Lebanon St.
-75.6971931,45.4215296,9/7/2012,7,9,2012,ON,Ottawa,1459 Ogilvie Road
-75.1652215,39.9525839,9/7/2012,7,9,2012,PA,Philadelphia,18th & Spruce
-81.6943605,41.49932,9/7/2012,7,9,2012,TN,Cleveland,Paul Huff & I-75
-79.6441198,43.5890452,9/6/2012,6,9,2012,ON,Mississauga,670 Eglinton Ave W
-74.0776417,40.7281575,9/5/2012,5,9,2012,NJ,Jersey City,"Jersey City, Exchange Place"
-111.9260519,33.4941704,9/4/2012,4,9,2012,AZ,Scottsdale,Frank Lloyd Wright & Loop 101
-74.0059728,40.7127753,9/4/2012,4,9,2012,NY,New York,13th & 1st
-74.0059728,40.7127753,9/4/2012,4,9,2012,NY,New York,25th & Lex
-64.7782313,46.0878165,9/1/2012,1,9,2012,NB,Moncton,1633 Mountain Road
-74.0059728,40.7127753,9/1/2012,1,9,2012,NY,New York,Macy`s 2nd Floor
-75.1157286,40.1439985,9/1/2012,1,9,2012,PA,Willow Grove,Willow Grove Park Mall
-117.2712717,32.8328112,8/31/2012,31,8,2012,CA,La Jolla,Torrey Pines & Hershel
-117.2919818,33.0369867,8/31/2012,31,8,2012,CA,Encinitas,Leucadia & I-5 San Diego
-80.1373174,26.1224386,8/31/2012,31,8,2012,FL,Ft. Lauderdale,4854 N. Federal Highway
-113.2957365,53.5412083,8/30/2012,30,8,2012,AB,Sherwood Park,Millennium Ridge
-95.2860474,29.5635666,8/27/2012,27,8,2012,TX,Pearland,Kirby & Shadow Creek
-119.7725868,36.7468422,8/24/2012,24,8,2012,CA,Fresno,Shaw and West - Fresno
-116.8792553,33.0413604,8/24/2012,24,8,2012,CA,Ramona,"13th & Main, Ramona"
-95.8608333,41.2619444,8/24/2012,24,8,2012,IA,Council BLuffs,"Council Bluffs, I-29 & Hwy 275"
-87.9631308,42.1662831,8/24/2012,24,8,2012,IL,Buffalo Grove,Dundee & Arlington Heights
-121.2810611,38.7071247,8/23/2012,23,8,2012,CA,Citrus Heights,8027 Greenback Lane Citrus Heights
-78.6381787,35.7795897,8/23/2012,23,8,2012,NC,Raleigh,Falls of Neuse @ Spring Forest Rd.
-122.169719,37.4274745,8/21/2012,21,8,2012,CA,Stanford,Tresidder Union - Stanford
-118.3286614,34.0928092,8/17/2012,17,8,2012,CA,Hollywood,Hollywood & Vine
-81.4403898,41.1595005,8/17/2012,17,8,2012,OH,Stow,"Stow, Kent Plaza"
-79.3831843,43.653226,8/17/2012,17,8,2012,ON,Toronto,College & Beatrice
-73.5874071,45.5071024,8/17/2012,17,8,2012,QC,Mont Royal,4060 Cote-de-Liesse Road
-122.1341321,38.0193657,8/14/2012,14,8,2012,CA,Martinez,Arnold & Morello
-104.9739333,39.5480789,8/10/2012,10,8,2012,CO,Highlands Ranch,Highlands Ranch Town Center
-88.3161965,42.2411344,8/10/2012,10,8,2012,IL,Crystal Lake,Northwest Highway & Crystal Point
30.3350986,59.9342802,8/7/2012,7,8,2012,FL,Saint Petersburg,Tyrone Blvd North & 22nd Ave N
-77.0722585,38.9076089,8/7/2012,7,8,2012,TX,Georgetown,Williams Drive & DB Wood
-3.530875,50.7155591,8/5/2012,5,8,2012,PA,Devon,"851 West Lancaster Ave, Devon"
-77.2549443,38.9972031,8/3/2012,3,8,2012,VA,Great Falls,Great Falls Center
-77.0909809,38.8816208,8/3/2012,3,8,2012,VA,Arlington,Arlington Ridge
-75.977985,36.8529263,8/2/2012,2,8,2012,VA,Virginia Beach,Independence & Haygood-VA Beach
-98.3161241,29.5180081,7/31/2012,31,7,2012,TX,Converse,FM 78 & Crestway
-121.2357828,38.7907339,7/26/2012,26,7,2012,CA,Rocklin,Stanford Ranch & Sunset
-85.6447492,42.8694731,7/26/2012,26,7,2012,MI,Kentwood,Kentwood - Kalamazoo St & M-6
-76.2858726,36.8507689,7/26/2012,26,7,2012,VA,Norfolk,North Military Highway & Raby Road
-96.7969879,32.7766642,7/23/2012,23,7,2012,TX,Dallas,Beltline and Coit
-79.3831843,43.653226,7/19/2012,19,7,2012,ON,Toronto,Coxwell & Plains
-86.8436124,34.1748208,7/14/2012,14,7,2012,AL,Cullman,Hwy 69 & Olive Street - Cullman
-79.3831843,43.653226,7/14/2012,14,7,2012,ON,Toronto,Sherway Gardens
-79.6441198,43.5890452,7/14/2012,14,7,2012,ON,Mississauga,1930 Fowler Dr
-122.9084445,46.146779,7/13/2012,13,7,2012,WA,Kelso,Minor & Allen
-79.6876659,43.467517,7/5/2012,5,7,2012,ON,Oakville,"146 Lakeshore Rd W, Suite J"
-122.3320708,47.6062095,7/5/2012,5,7,2012,WA,Seattle,5th & Columbia - Seattle
-122.3320708,47.6062095,7/5/2012,5,7,2012,WA,Seattle,3rd & Seneca
-106.4850217,31.7618778,7/4/2012,4,7,2012,TX,El Paso,I-10 & Transmountain
-74.1744624,40.6895314,7/3/2012,3,7,2012,CA,Newark,Newark & Jarvis
-73.9441579,40.6781784,6/30/2012,30,6,2012,NY,Brooklyn,348 Fulton Street
-77.5049863,37.3770935,6/30/2012,30,6,2012,VA,Chesterfield,Hull & Winterpock-Richmond
-75.4901833,40.6084305,6/29/2012,29,6,2012,PA,Allentown,Airport Road
-122.6269768,47.5650067,6/29/2012,29,6,2012,WA,Bremerton,Kitsap Way & National
-114.0708459,51.0486151,6/28/2012,28,6,2012,AB,Calgary,Western Canada Place
-122.1430195,37.4418834,6/28/2012,28,6,2012,CA,Palo Alto,3885 El Camino Real
-98.2300124,26.2034071,6/26/2012,26,6,2012,TX,McAllen,Jackson & Jackson
-117.9988026,33.6594835,6/22/2012,22,6,2012,CA,Huntington Beach,Edinger & Sher
-81.655651,30.3321838,6/22/2012,22,6,2012,FL,Jacksonville,Tapestry Park
-71.0328284,42.3917638,6/22/2012,22,6,2012,MA,Chelsea,"Chelsea, Everett Avenue"
-74.0059728,40.7127753,6/22/2012,22,6,2012,NY,New York,100th & Columbus
-118.2436849,34.0522342,6/17/2012,17,6,2012,CA,Los Angeles,9th & Flower
-118.2114603,33.930293,6/15/2012,15,6,2012,CA,Lynwood,MLK & Bullis
-85.5644033,38.1942356,6/11/2012,11,6,2012,KY,Jeffersontown,Louisville-Blankenbaker & I-64
-79.3831843,43.653226,6/8/2012,8,6,2012,ON,Toronto,Bathurst & Finch
-0.613347,54.486335,6/8/2012,8,6,2012,ON,Whitby,80 Thickson Rd S
-84.5613355,39.3995008,6/8/2012,8,6,2012,ON,Hamilton,1341 Main St W
-75.6971931,45.4215296,6/6/2012,6,6,2012,ON,Ottawa,455 Bank Street Unit 3
-122.2059833,47.6768927,6/5/2012,5,6,2012,QC,Kirkland,St Charles & Du Barry
-74.0059728,40.7127753,6/4/2012,4,6,2012,NY,New York,52nd Btwn Fifth & Sixth
-0.5599501,51.3147593,6/1/2012,1,6,2012,BC,Surrey,Brick Yard Station - Cloverdale
-71.6411997,42.3195556,6/1/2012,1,6,2012,MA,Northborough,Route 20 & Shops Way
-84.3879824,33.7489954,5/26/2012,26,5,2012,GA,Atlanta,Ponce De Leon at Glen Iris-Atlanta
-70.2881124,41.6524911,5/25/2012,25,5,2012,MA,Hyannis,"Hyannis, Iyannough Rd"
-80.1917902,25.7616798,5/24/2012,24,5,2012,FL,Miami,1690 NE Miami Gardens Drive
-82.5306527,27.3364347,5/20/2012,20,5,2012,FL,Sarasota,Bee Ridge Rd & Cattlemen Rd
-80.1917902,25.7616798,5/18/2012,18,5,2012,FL,Miami,Coral Way & 87th
-87.6297982,41.8781136,5/18/2012,18,5,2012,IL,Chicago,200 S. Michigan Avenue
-74.2846022,40.5575986,5/18/2012,18,5,2012,NJ,Woodbridge,Woodbridge Center
-114.0708459,51.0486151,5/17/2012,17,5,2012,AB,Calgary,Royal Oak
-119.2838443,50.7001034,5/17/2012,17,5,2012,BC,Salmon Arm,Piccadilly Mall - Salmon Arm
-75.8986835,45.3088185,5/17/2012,17,5,2012,ON,Kanata,101-844 March Road
-73.9441579,40.6781784,5/12/2012,12,5,2012,NY,Brooklyn,134 Montague Street
-113.8112386,52.2681118,5/3/2012,3,5,2012,AB,Red Deer,Gasoline Alley
-117.1610838,32.715738,5/3/2012,3,5,2012,CA,San Diego,Rosecrans & Ingelow
-114.0708459,51.0486151,5/2/2012,2,5,2012,AB,Calgary,Gates of Walden
-114.0708459,51.0486151,5/1/2012,1,5,2012,AB,Calgary,Market Mall SC West
-121.2880059,38.7521235,4/26/2012,26,4,2012,CA,Roseville,Galleria Roseville Promenade
-73.212072,44.4758825,4/26/2012,26,4,2012,ON,Burlington,"491 Appleby Line, Unit 101"
-113.2957365,53.5412083,4/19/2012,19,4,2012,AB,Sherwood Park,Ash St & Wye Rd
-123.9400648,49.1658836,4/19/2012,19,4,2012,BC,Nanaimo,Port Place Mall-Nanaimo
-0.1277583,51.5073509,4/19/2012,19,4,2012,ON,London,White Oaks Mall - Food Court
-98.4936282,29.4241219,4/13/2012,13,4,2012,TX,San Antonio,I-10 & Worth Parkway at The Rim
-74.0104178,41.5034271,4/12/2012,12,4,2012,NY,Newburgh,Newburgh
-122.3320708,47.6062095,4/9/2012,9,4,2012,WA,Seattle,NW Market St & 22nd Ave
-118.61481,34.2506356,4/6/2012,6,4,2012,CA,Chatsworth,DeSoto & Knapp
-73.567256,45.5016889,4/5/2012,5,4,2012,QC,Montreal,Ste-Catherine & Place Phillips
-79.3831843,43.653226,4/2/2012,2,4,2012,ON,Toronto,Mount Pleasant & Soudan
-117.3794834,33.1958696,3/30/2012,30,3,2012,CA,Oceanside,College & North River.
-117.9379952,33.7742692,3/30/2012,30,3,2012,CA,Garden Grove,Valley View & Lampson
-77.5734048,43.1222716,3/30/2012,30,3,2012,MA,Brighton,Cleveland Circle
-76.6121893,39.2903848,3/30/2012,30,3,2012,MD,Baltimore,100 E. Pratt Street
-79.3831843,43.653226,3/29/2012,29,3,2012,ON,Toronto,Bathurst & Dundas
-117.1610838,32.715738,3/23/2012,23,3,2012,CA,San Diego,Palomar & Industrial
-92.3340724,38.9517053,3/23/2012,23,3,2012,MD,Columbia,6365 Dobbin Road
-93.2018826,44.4294089,3/22/2012,22,3,2012,ON,Dundas,46 King St W
-79.3831843,43.653226,3/15/2012,15,3,2012,ON,Toronto,Laird Eglinton
-122.4194155,37.7749295,3/9/2012,9,3,2012,CA,San Francisco,Pier 1 - The Embarcadero
-75.6971931,45.4215296,3/8/2012,8,3,2012,ON,Ottawa,1350 Baseline Road
-112.0740373,33.4483771,3/2/2012,2,3,2012,AZ,Phoenix,32nd St & Lincoln
-76.9502567,39.4037147,3/2/2012,2,3,2012,MD,Eldersburg,Eldersburg
-74.0059728,40.7127753,2/20/2012,20,2,2012,NY,New York,3rd St & First Avenue
-122.7932065,49.2837626,2/16/2012,16,2,2012,BC,Coquitlam,United Blvd & Schooner St
-97.3307658,32.7554883,2/14/2012,14,2,2012,TX,Fort Worth,Heritage Trace & I 35
-112.0740373,33.4483771,2/13/2012,13,2,2012,AZ,Phoenix,1st & Washington - Cityscape
-76.6121893,39.2903848,2/10/2012,10,2,2012,MD,Baltimore,Southside Marketplace.
-76.727745,39.9625984,2/10/2012,10,2,2012,PA,York,"York, Route 30 and Toronita St"
-98.4936282,29.4241219,2/10/2012,10,2,2012,TX,San Antonio,Wurzbach & NW Military
-111.8314724,33.4151843,2/6/2012,6,2,2012,AZ,Mesa,Dobson & Guadalupe
-74.0059728,40.7127753,2/6/2012,6,2,2012,NY,New York,26th & Broadway
-122.3320708,47.6062095,2/3/2012,3,2,2012,WA,Seattle,8th & Virginia - Seattle
-119.6981901,34.4208305,2/2/2012,2,2,2012,CA,Santa Barbara,W Carrillo & De La Vina - Santa Ba
-121.9514666,49.1579401,1/26/2012,26,1,2012,BC,Chilliwack,Eagle Landing - Chilliwack
-97.9030785,31.124062,1/24/2012,24,1,2012,TX,Copperas Cove,Hwy 190 & DeWald
-73.5101258,40.6837121,1/23/2012,23,1,2012,NY,Wantagh,Wantagh
-74.0059728,40.7127753,1/23/2012,23,1,2012,NY,New York,36th & 6th
-122.3044697,49.0504377,1/20/2012,20,1,2012,BC,Abbotsford,Sumas Mountain Village
-90.3776187,38.4328317,1/20/2012,20,1,2012,MO,Arnold,Arnold Crossroads
-83.3977101,41.9164343,1/20/2012,20,1,2012,NC,Monroe,Hwy 74 & Windmere - Monroe
-114.0708459,51.0486151,1/12/2012,12,1,2012,AB,Calgary,Deer Valley Marketplace
-71.3468091,42.2775281,1/6/2012,6,1,2012,MA,Natick,"Natick, Route 9 West"
-122.3320708,47.6062095,1/2/2012,2,1,2012,WA,Seattle,Terry & Republican - Seattle
-88.0314174,43.2159232,12/29/2011,29,12,2011,WI,Mequon,West Mequon & Port Washington
-81.4278984,29.9719419,12/22/2011,22,12,2011,NL,St. Johns,2 Stavanger Drive
-118.2436849,34.0522342,12/19/2011,19,12,2011,CA,Los Angeles,NEC Grand & 1st (Grand Park)
-117.5664384,33.8752935,12/16/2011,16,12,2011,CA,Corona,Indian Truck & I-15
-0.1277583,51.5073509,12/15/2011,15,12,2011,ON,London,1905 Dundas St E
-122.2609558,47.4739884,12/13/2011,13,12,2011,WA,Tukwila,E. Marginal Way & Norfolk
-94.1265562,30.080174,12/8/2011,8,12,2011,AB,Beaumont,Gallerie Beaumnont
-122.5274755,37.9254806,12/8/2011,8,12,2011,CA,Corte Madera,Town Center Corte Madera
-85.6680863,42.9633599,11/28/2011,28,11,2011,MI,Grand Rapids,Michigan Hill
-79.6903316,44.3893556,11/24/2011,24,11,2011,ON,Barrie,Georgian Mall - Food Court
-79.6441198,43.5890452,11/24/2011,24,11,2011,ON,Mississauga,3030 Thomas St
-89.4012302,43.0730517,11/23/2011,23,11,2011,WI,Madison,East Washington & Continental
-97.0969552,33.0145673,11/21/2011,21,11,2011,TX,Flower Mound,FM 2499 & Dixon
-121.2880059,38.7521235,11/19/2011,19,11,2011,CA,Roseville,Galleria Roseville
-116.2155619,33.7205771,11/18/2011,18,11,2011,CA,Indio,Jackson & The 10
-79.3831843,43.653226,11/18/2011,18,11,2011,ON,Toronto,King Street West & Blue Jays Way
-79.3831843,43.653226,11/17/2011,17,11,2011,ON,Toronto,Kingston Road & Main
-117.1858759,34.5008311,11/4/2011,4,11,2011,CA,Apple Valley,Hwy 18 & Dale Evans Pkwy
-113.9033673,53.5427846,10/28/2011,28,10,2011,AB,Spruce Grove,Highway 16A & Century Rd
-122.2015159,47.6101497,10/28/2011,28,10,2011,WA,Bellevue,Overlake Medical Pavilion
-120.3272675,50.674522,10/27/2011,27,10,2011,BC,Kamloops,Cityview Shopping Centre-Kamloops
-95.5131815,29.903908,10/6/2011,6,10,2011,BC,Westbank,Governor`s Market-Westbank
-123.1207375,49.2827291,10/6/2011,6,10,2011,BC,Vancouver,Victoria Dr and 41st
-75.6971931,45.4215296,10/2/2011,2,10,2011,ON,Ottawa,100 Bayshore Drive
-122.6764815,45.5230622,10/1/2011,1,10,2011,OR,Portland,NE Airport Way & 122nd- Portland
-73.567256,45.5016889,10/1/2011,1,10,2011,QC,Montreal,Notre Dame & Vinet
-122.2059833,47.6768927,10/1/2011,1,10,2011,QC,Kirkland,St-Charles & Hymus
-117.867653,33.7454725,9/30/2011,30,9,2011,CA,Santa Ana,17th & Bristol
-121.9999606,37.8215929,9/30/2011,30,9,2011,CA,Danville,Sycamore & Camino Ramon
-109.9603843,34.1425438,9/30/2011,30,9,2011,CA,Lakeside,Winter Gardens & Woodside
-105.084423,40.5852602,9/30/2011,30,9,2011,CO,Fort Collins,College & Stuart
-120.7401385,47.7510741,9/30/2011,30,9,2011,DC,Washington,L`Enfant Plaza
-82.4571776,27.950575,9/30/2011,30,9,2011,FL,Tampa,N. Dale Mabry & Linebaugh
-87.8028402,42.0189191,9/30/2011,30,9,2011,IL,Niles,Milwaukee & Touhy - Niles
-79.3831843,43.653226,9/30/2011,30,9,2011,ON,Toronto,Allen Road & Rimrock Road
-79.3831843,43.653226,9/30/2011,30,9,2011,ON,Toronto,Bay & Grosvenor
-0.613347,54.486335,9/30/2011,30,9,2011,ON,Whitby,660 Taunton Rd E
-106.6700458,52.1332144,9/30/2011,30,9,2011,SK,Saskatoon,8th Street E & Louise Ave
-97.7430608,30.267153,9/30/2011,30,9,2011,TX,Austin,Barton Creek Square Mall
-97.7430608,30.267153,9/30/2011,30,9,2011,TX,Austin,620 & Anderson Mill
-121.8946761,36.6002378,9/29/2011,29,9,2011,CA,Monterey,Alvarado & Del Monte
-0.1277583,51.5073509,9/29/2011,29,9,2011,ON,London,1680 Richmond St
-75.6971931,45.4215296,9/29/2011,29,9,2011,ON,Ottawa,1181 Greenbank Road
-96.8899636,32.9756415,9/27/2011,27,9,2011,TX,Carrollton,Market at Hebron
-78.6381787,35.7795897,9/26/2011,26,9,2011,NC,Raleigh,Six Forks & Strickland
-84.5037164,38.0405837,9/26/2011,26,9,2011,SC,Lexington,5555 Sunset Blvd.
-111.8412502,33.3061605,9/23/2011,23,9,2011,AZ,Chandler,Rural & Ray
-122.0651819,37.9100783,9/23/2011,23,9,2011,CA,Walnut Creek,Treat & Jones
-74.0059728,40.7127753,9/23/2011,23,9,2011,NY,New York,W Broadway & Leonard Street
-79.3831843,43.653226,9/23/2011,23,9,2011,ON,Toronto,Bloor & Church
-80.4831917,43.450301,9/22/2011,22,9,2011,ON,Kitchener,235 Ira Needles Blvd
-85.1393513,41.079273,9/16/2011,16,9,2011,IN,Fort Wayne,"Jefferson & I-69, Ft. Wayne Relo"
-122.4786854,48.7519112,9/16/2011,16,9,2011,WA,Bellingham,Sunset Dr. & James St Road
-122.3320708,47.6062095,9/9/2011,9,9,2011,WA,Seattle,4th & Union - Seattle
-95.4346238,29.7303278,9/9/2011,9,9,2011,WA,Lakewood,74th & Lakewood Drive - Lakewood
-79.6235407,43.8385021,9/5/2011,5,9,2011,ON,Kleinburg,10499 Islington Ave
-87.6297982,41.8781136,9/2/2011,2,9,2011,IL,Chicago,8 North Michigan
-79.0772616,43.2549988,9/2/2011,2,9,2011,ON,Niagara on the Lake,118 Queen St
-79.3831843,43.653226,9/2/2011,2,9,2011,ON,Toronto,Bedford & Bloor
-79.3831843,43.653226,9/2/2011,2,9,2011,ON,Toronto,Bathurst & Joicey
-97.0035982,28.8052674,9/1/2011,1,9,2011,BC,Victoria,Uptown - Trans Can Hwy & Hwy 17
-122.6764815,45.5230622,8/26/2011,26,8,2011,OR,Portland,4th & Morrison - Portland
-74.0059728,40.7127753,8/22/2011,22,8,2011,NY,New York,69th & First
-121.4252227,37.7396513,8/11/2011,11,8,2011,CA,Tracy,Tracy Blvd & Valpico - Tracy
-121.0610606,39.2190608,8/4/2011,4,8,2011,CA,Grass Valley,Hwy 49 & McKnight
-70.861985,41.991213,7/29/2011,29,7,2011,NS,Halifax,86 Chain Lake Drive
-74.4815438,40.7967667,7/22/2011,22,7,2011,NJ,Morristown,"Morristown, Park Place"
-98.4936282,29.4241219,7/22/2011,22,7,2011,TX,San Antonio,1604 & Bulverde
-123.1207375,49.2827291,7/14/2011,14,7,2011,BC,Vancouver,Century - Fraser St & 29th
-118.081733,33.9022367,7/13/2011,13,7,2011,CA,Norwalk,"Firestone & Studebaker, Norwalk"
-113.4909267,53.544389,7/7/2011,7,7,2011,AB,Edmonton,Southgate Mall
-120.6707255,35.4894169,7/7/2011,7,7,2011,CA,Atascadero,El Camino Real & 41
-79.7624177,43.7315479,7/7/2011,7,7,2011,ON,Brampton,8 Queen St E
-122.6764815,45.5230622,7/1/2011,1,7,2011,OR,Portland,2nd & Main - Portland
-123.0867536,44.0520691,6/27/2011,27,6,2011,OR,Eugene,7th & Washington- Eugene
-74.0059728,40.7127753,6/20/2011,20,6,2011,NY,New York,8th Ave just south of 14th St
-122.3151314,47.8209301,6/17/2011,17,6,2011,WA,Lynnwood,164th & Alderwood Mall Parkway
-73.567256,45.5016889,6/16/2011,16,6,2011,QC,Montreal,2980 Masson Street.
-74.0059728,40.7127753,6/14/2011,14,6,2011,NY,New York,43rd & Sixth
-122.6764815,45.5230622,6/13/2011,13,6,2011,OR,Portland,Brewery Blocks - Portland
-86.3997167,39.7628227,6/10/2011,10,6,2011,OH,Avon,"Avon, OH"
-79.3831843,43.653226,6/2/2011,2,6,2011,ON,Toronto,Gerrard & Jones
-74.1059775,41.3645382,5/29/2011,29,5,2011,NY,Woodbury,Woodbury  Village
-79.3831843,43.653226,5/27/2011,27,5,2011,ON,Toronto,Dupont & Christie
-73.9749578,40.680177,5/20/2011,20,5,2011,CA,Woodland,County Rd 102 & I-5 - Woodland
0.121817,52.205337,5/20/2011,20,5,2011,MA,Cambridge,Harvard Yard
-76.5452409,39.070388,5/20/2011,20,5,2011,MD,Severna Park,Severna Park
-122.6706498,45.4206749,5/20/2011,20,5,2011,OR,Lake Oswego,Douglas Way & Boones Ferry Road
-98.4936282,29.4241219,5/20/2011,20,5,2011,TX,San Antonio,Houston & St. Mary`s
-113.4909267,53.544389,5/7/2011,7,5,2011,AB,Edmonton,Manning Fwy & Manning
-75.0246135,39.982146,5/6/2011,6,5,2011,IL,Deer Park,Deer Park Town Center
-73.9551484,45.3933203,4/1/2011,1,4,2011,QC,Ile Perrot,Carrefour Don Quichotte
-77.4752667,38.7509488,4/1/2011,1,4,2011,VA,Manassas,Manassas Crossroads
-118.2436849,34.0522342,3/27/2011,27,3,2011,CA,Los Angeles,Hollywood & Orange -Madame Tussauds
-122.406257,48.0400945,3/25/2011,25,3,2011,BC,Langley,Willowbrook Shopping Centre
-118.2436849,34.0522342,3/25/2011,25,3,2011,CA,Los Angeles,Dwntn LA Union Station Main Concrse
-73.9234619,40.7643574,3/25/2011,25,3,2011,NY,Astoria,31-01 Broadway
-79.3831843,43.653226,3/18/2011,18,3,2011,ON,Toronto,Church & Gerrard
-122.459695,37.6768779,3/17/2011,17,3,2011,CA,Colma,Junipero Serra & Serramonte Colma
-82.9987942,39.9611755,3/11/2011,11,3,2011,OH,Columbus,"Polaris Fashion Place, Level 1"
-123.1207375,49.2827291,3/10/2011,10,3,2011,BC,Vancouver,West Hastings & Howe St
-122.3320708,47.6062095,3/8/2011,8,3,2011,WA,Seattle,Secure Access Sodo 8
-0.5599501,51.3147593,2/17/2011,17,2,2011,BC,Surrey,Fraser Hwy & 159th
-81.5190053,41.0814447,1/13/2011,13,1,2011,OH,Akron,Summit Mall
-73.9973608,41.9270367,1/13/2011,13,1,2011,ON,Kingston,Princess & Sydenham-Kingston
-73.9729162,41.096485,12/31/2010,31,12,2010,NY,West Nyack,Palisades Center Level 2
-122.1770818,48.0517637,12/23/2010,23,12,2010,CA,Marysville,Hwy 70 & Hwy 20 - Marysville
-118.2436849,34.0522342,12/17/2010,17,12,2010,CA,Los Angeles,Wilshire & Curson
-112.8285983,53.0222045,11/25/2010,25,11,2010,AB,Camrose,Camrose
-117.2425355,33.2000368,11/19/2010,19,11,2010,CA,Vista,"Melrose & Sycamore, Vista"
-79.3831843,43.653226,11/19/2010,19,11,2010,ON,Toronto,Dundas & Quebec
-76.8802483,38.9657249,11/10/2010,10,11,2010,MD,New Carrollton,New Carrollton
-73.4619103,45.4514357,11/1/2010,1,11,2010,QC,Brossard,Mail Champlain
-113.4909267,53.544389,10/14/2010,14,10,2010,AB,Edmonton,The Quest - 104th Ave & 105th St
-90.1994042,38.6270025,10/13/2010,13,10,2010,MO,St. Louis,St Louis Galleria
-113.2094659,53.7007157,10/1/2010,1,10,2010,AB,Fort Saskatchewan,Fort Saskatchewan
-79.3831843,43.653226,9/30/2010,30,9,2010,ON,Toronto,Scarborough Town Centre
-79.2468626,43.1593745,9/27/2010,27,9,2010,ON,St Catharines,306 Lake St
-122.3044697,49.0504377,9/24/2010,24,9,2010,BC,Abbotsford,Sevenoaks SC - S.Fraser & Gladwin
-79.6441198,43.5890452,9/23/2010,23,9,2010,ON,Mississauga,5025 Glen Erin Drive
-122.9805104,49.2488091,9/22/2010,22,9,2010,BC,Burnaby,Boundary Rd & Canada Way
-122.910956,49.2057179,9/16/2010,16,9,2010,BC,New Westminster,Columbia Square Plaza
-79.3831843,43.653226,9/16/2010,16,9,2010,ON,Toronto,Front Street & University Ave
-74.0059728,40.7127753,9/3/2010,3,9,2010,NY,New York,96th & Lexington
-122.9805104,49.2488091,8/12/2010,12,8,2010,BC,Burnaby,Lougheed & Willingdon
-122.3320708,47.6062095,8/1/2010,1,8,2010,WA,Seattle,Secure Access SCH River
-122.3320708,47.6062095,7/19/2010,19,7,2010,WA,Seattle,Secure Access SCH Ocean
-122.2015159,47.6101497,7/1/2010,1,7,2010,WA,Bellevue,Secure Access Bellevue Childrens
-73.5491361,52.9399159,6/28/2010,28,6,2010,QC,Quebec,395 Charest Est
-70.861985,41.991213,6/24/2010,24,6,2010,NS,Halifax,"1646 Barrington Street, Suite 800"
-79.6441198,43.5890452,6/10/2010,10,6,2010,ON,Mississauga,2116 Burnhamthorpe Rd W
-70.861985,41.991213,6/7/2010,7,6,2010,NS,Halifax,5554 Kaye Street
-79.3831843,43.653226,6/6/2010,6,6,2010,ON,Toronto,Bay & Dundas (TEC)
-79.3831843,43.653226,5/28/2010,28,5,2010,ON,TORONTO,Sheppard & Leslie- CTC
-73.5387341,41.0534302,5/27/2010,27,5,2010,CT,Stamford,West Stamford Plaza
-72.2886935,43.7044406,4/24/2010,24,4,2010,NS,Dartmouth,Mic Mac Mall - Level 1
-79.3831843,43.653226,4/15/2010,15,4,2010,ON,Toronto,Bathurst & St. Clair
-113.4909267,53.544389,3/19/2010,19,3,2010,AB,Edmonton,West Edmonton Mall Ice Palace
-113.4909267,53.544389,3/18/2010,18,3,2010,AB,Edmonton,Commerce Place
-97.1383744,49.895136,1/21/2010,21,1,2010,MB,Winnipeg,Polo Park
-79.3831843,43.653226,1/15/2010,15,1,2010,ON,Toronto,York & Bremner
-81.6943605,41.49932,12/15/2009,15,12,2009,OH,Cleveland,"Cleveland Clinic, Building H"
-73.567256,45.5016889,12/15/2009,15,12,2009,QC,Montreal,100 St Antoine Ouest
-80.1917902,25.7616798,12/14/2009,14,12,2009,FL,Miami,Miami Gardens Dr & NW 87th Ave
-114.0708459,51.0486151,12/10/2009,10,12,2009,AB,Calgary,Quarry Park
-0.5599501,51.3147593,12/10/2009,10,12,2009,BC,Surrey,Central City Shopping Centre
-80.3035602,25.9860762,11/29/2009,29,11,2009,FL,Miramar,Miramar Pkwy & SW 145th Ave
-71.2079809,46.8138783,11/26/2009,26,11,2009,QC,Quebec City,684 Grande Allee Est
-66.063308,45.2733153,11/20/2009,20,11,2009,NB,Saint John,Brunswick Square - Level 1
-79.3831843,43.653226,11/20/2009,20,11,2009,ON,Toronto,Wellington & Simcoe - RBC
-79.7624177,43.7315479,11/19/2009,19,11,2009,ON,Brampton,50 Peel Centre Dr
-122.3320708,47.6062095,11/18/2009,18,11,2009,WA,Seattle,Starbucks – The Best Coffee and Espresso Drinks
-122.2015159,47.6101497,11/17/2009,17,11,2009,WA,Bellevue,Bellevue Square
-117.1610838,32.715738,11/13/2009,13,11,2009,CA,San Diego,Linda Vista & Mesa College
-73.567256,45.5016889,11/12/2009,12,11,2009,QC,Montreal,600 Avenue du President Kennedy
-96.9944489,32.482361,11/6/2009,6,11,2009,VA,Midlothian,Westchester Commons
-92.3425775,42.492786,10/29/2009,29,10,2009,ON,Waterloo,650 Erb St W
-73.712409,45.6066487,10/29/2009,29,10,2009,QC,Laval,Laval Indigo
-96.8236116,33.1506744,10/27/2009,27,10,2009,TX,Frisco,Custer & 121
